Date,Rate,Category
8/5/2010 23:54,105,FOOD
8/5/2010 12:04,135,FOOD
8/5/2010 12:04,155,FOOD
8/5/2010 12:05,105,FOOD
8/5/2010 12:09,150,FOOD
8/5/2010 0:17,135,FOOD
8/5/2010 0:17,140,FOOD
8/5/2010 0:23,135,FOOD
8/5/2010 0:23,135,FOOD
8/5/2010 12:26,105,FOOD
8/5/2010 12:26,135,FOOD
8/5/2010 0:34,150,FOOD
8/5/2010 0:52,35,FOOD
8/5/2010 0:52,80,FOOD
8/5/2010 12:57,105,FOOD
8/5/2010 15:01,125,LIQUOR
8/5/2010 19:24,125,LIQUOR
8/5/2010 19:47,120,LIQUOR
8/5/2010 20:21,240,LIQUOR
8/5/2010 20:21,450,LIQUOR
8/5/2010 20:54,240,LIQUOR
8/5/2010 21:47,450,LIQUOR
8/5/2010 21:56,125,LIQUOR
8/5/2010 21:56,240,LIQUOR
8/5/2010 23:04,450,LIQUOR
8/5/2010 23:16,120,LIQUOR
8/5/2010 23:23,240,LIQUOR
8/5/2010 0:06,240,LIQUOR
8/5/2010 0:11,125,LIQUOR
8/5/2010 13:02,245,TOBACCO
8/5/2010 13:03,225,TOBACCO
8/5/2010 13:03,225,TOBACCO
8/5/2010 1:05,350,TOBACCO
8/5/2010 13:16,350,TOBACCO
8/5/2010 13:18,245,TOBACCO
8/5/2010 13:24,245,TOBACCO
8/5/2010 13:56,225,TOBACCO
8/5/2010 14:00,225,TOBACCO
8/5/2010 14:05,225,TOBACCO
8/5/2010 14:07,245,TOBACCO
8/5/2010 14:20,350,TOBACCO
8/5/2010 14:40,350,TOBACCO
8/5/2010 14:48,375,TOBACCO
8/5/2010 14:57,245,TOBACCO
8/5/2010 14:59,350,TOBACCO
8/5/2010 15:01,245,TOBACCO
8/5/2010 15:02,245,TOBACCO
8/5/2010 15:06,245,TOBACCO
8/5/2010 15:16,245,TOBACCO
8/5/2010 15:17,350,TOBACCO
8/5/2010 15:27,225,TOBACCO
8/5/2010 15:34,225,TOBACCO
8/5/2010 16:02,225,TOBACCO
8/5/2010 16:02,225,TOBACCO
8/5/2010 16:06,225,TOBACCO
8/5/2010 16:07,350,TOBACCO
8/5/2010 16:19,245,TOBACCO
8/5/2010 16:21,350,TOBACCO
8/5/2010 16:28,350,TOBACCO
8/5/2010 16:32,225,TOBACCO
8/5/2010 16:33,350,TOBACCO
8/5/2010 16:51,350,TOBACCO
8/5/2010 16:57,375,TOBACCO
8/5/2010 17:03,245,TOBACCO
8/5/2010 17:16,350,TOBACCO
8/5/2010 17:20,225,TOBACCO
8/5/2010 17:30,350,TOBACCO
8/5/2010 17:32,225,TOBACCO
8/5/2010 17:42,245,TOBACCO
8/5/2010 17:43,350,TOBACCO
8/5/2010 17:57,350,TOBACCO
8/5/2010 17:57,375,TOBACCO
8/5/2010 18:08,245,TOBACCO
8/5/2010 18:21,245,TOBACCO
8/5/2010 18:22,245,TOBACCO
8/5/2010 18:26,245,TOBACCO
8/5/2010 18:26,245,TOBACCO
8/5/2010 18:27,225,TOBACCO
8/5/2010 18:49,350,TOBACCO
8/5/2010 19:03,225,TOBACCO
8/5/2010 19:13,245,TOBACCO
8/5/2010 19:15,225,TOBACCO
8/5/2010 19:17,350,TOBACCO
8/5/2010 19:40,350,TOBACCO
8/5/2010 19:42,225,TOBACCO
8/5/2010 20:09,350,TOBACCO
8/5/2010 20:18,225,TOBACCO
8/5/2010 20:27,245,TOBACCO
8/5/2010 21:04,245,TOBACCO
8/5/2010 21:05,350,TOBACCO
8/5/2010 21:18,350,TOBACCO
8/5/2010 21:21,225,TOBACCO
8/5/2010 21:28,245,TOBACCO
8/5/2010 21:31,350,TOBACCO
8/5/2010 21:34,225,TOBACCO
8/5/2010 21:46,350,TOBACCO
8/5/2010 21:49,245,TOBACCO
8/5/2010 22:22,350,TOBACCO
8/5/2010 22:24,350,TOBACCO
8/5/2010 22:26,225,TOBACCO
8/5/2010 22:28,350,TOBACCO
8/5/2010 22:29,225,TOBACCO
8/5/2010 22:43,245,TOBACCO
8/5/2010 22:45,375,TOBACCO
8/5/2010 22:45,350,TOBACCO
8/5/2010 22:51,350,TOBACCO
8/5/2010 23:00,350,TOBACCO
8/5/2010 23:11,225,TOBACCO
8/5/2010 23:20,225,TOBACCO
8/5/2010 23:25,245,TOBACCO
8/5/2010 23:40,350,TOBACCO
8/5/2010 23:40,350,TOBACCO
8/5/2010 23:48,350,TOBACCO
8/5/2010 23:49,245,TOBACCO
8/5/2010 11:51,245,TOBACCO
8/5/2010 12:02,225,TOBACCO
8/5/2010 0:02,225,TOBACCO
8/5/2010 0:02,225,TOBACCO
8/5/2010 0:03,225,TOBACCO
8/5/2010 12:04,225,TOBACCO
8/5/2010 0:05,245,TOBACCO
8/5/2010 0:06,245,TOBACCO
8/5/2010 12:09,350,TOBACCO
8/5/2010 12:10,245,TOBACCO
8/5/2010 0:11,245,TOBACCO
8/5/2010 12:15,350,TOBACCO
8/5/2010 0:26,245,TOBACCO
8/5/2010 0:26,375,TOBACCO
8/5/2010 12:31,295,TOBACCO
8/5/2010 0:34,245,TOBACCO
8/5/2010 0:47,225,TOBACCO
8/5/2010 12:53,350,TOBACCO
8/5/2010 0:53,245,TOBACCO
8/5/2010 12:57,350,TOBACCO
8/5/2010 16:28,175,WINES
10/23/2010 18:45,350,TOBACCO
10/23/2010 18:45,350,TOBACCO
10/23/2010 19:50,350,TOBACCO
10/23/2010 20:41,350,TOBACCO
10/23/2010 21:50,350,TOBACCO
10/23/2010 23:37,350,TOBACCO
10/23/2010 12:32,350,TOBACCO
10/23/2010 0:50,350,TOBACCO
11/23/2010 1:00,350,TOBACCO
11/23/2010 13:03,350,TOBACCO
11/23/2010 13:07,350,TOBACCO
11/23/2010 1:09,350,TOBACCO
11/23/2010 1:25,350,TOBACCO
11/23/2010 14:29,350,TOBACCO
11/23/2010 14:57,350,TOBACCO
11/23/2010 15:08,350,TOBACCO
11/23/2010 16:53,350,TOBACCO
11/23/2010 17:18,350,TOBACCO
11/23/2010 17:19,350,TOBACCO
11/23/2010 17:42,350,TOBACCO
11/23/2010 18:54,350,TOBACCO
11/23/2010 19:58,350,TOBACCO
11/23/2010 20:59,350,TOBACCO
11/23/2010 22:17,350,TOBACCO
11/23/2010 11:53,350,TOBACCO
11/23/2010 12:10,350,TOBACCO
12/23/2010 14:11,350,TOBACCO
12/23/2010 14:26,350,TOBACCO
12/23/2010 16:56,350,TOBACCO
12/23/2010 19:16,350,TOBACCO
12/23/2010 20:23,350,TOBACCO
12/23/2010 22:26,350,TOBACCO
12/23/2010 23:41,350,TOBACCO
12/23/2010 0:08,350,TOBACCO
12/23/2010 12:28,350,TOBACCO
10/24/2010 1:23,350,TOBACCO
10/24/2010 17:16,350,TOBACCO
10/24/2010 20:27,350,TOBACCO
10/24/2010 20:42,350,TOBACCO
10/24/2010 20:54,350,TOBACCO
10/24/2010 20:54,350,TOBACCO
10/24/2010 21:13,350,TOBACCO
10/24/2010 22:54,350,TOBACCO
10/24/2010 22:55,350,TOBACCO
10/24/2010 22:56,350,TOBACCO
9/5/2010 1:22,60,BEVERAGE
9/5/2010 1:23,45,BEVERAGE
9/5/2010 1:23,60,BEVERAGE
9/5/2010 13:53,70,BEVERAGE
9/5/2010 14:17,80,BEVERAGE
9/5/2010 14:17,85,BEVERAGE
9/5/2010 14:45,45,BEVERAGE
9/5/2010 14:48,85,BEVERAGE
9/5/2010 14:49,60,BEVERAGE
9/5/2010 14:49,125,BEVERAGE
9/5/2010 15:24,60,BEVERAGE
9/5/2010 15:25,125,BEVERAGE
9/5/2010 15:33,95,BEVERAGE
9/5/2010 15:33,95,BEVERAGE
9/5/2010 15:33,95,BEVERAGE
9/5/2010 15:33,125,BEVERAGE
9/5/2010 16:03,45,BEVERAGE
9/5/2010 16:03,60,BEVERAGE
9/5/2010 16:48,60,BEVERAGE
9/5/2010 16:48,40,BEVERAGE
9/5/2010 16:50,55,BEVERAGE
9/5/2010 16:50,60,BEVERAGE
9/5/2010 17:04,95,BEVERAGE
9/5/2010 17:04,35,BEVERAGE
9/5/2010 17:06,50,BEVERAGE
9/5/2010 17:10,125,BEVERAGE
9/5/2010 17:19,60,BEVERAGE
9/5/2010 17:19,85,BEVERAGE
9/5/2010 17:21,40,BEVERAGE
9/5/2010 17:21,95,BEVERAGE
9/5/2010 17:30,70,BEVERAGE
9/5/2010 17:30,95,BEVERAGE
9/5/2010 17:30,95,BEVERAGE
9/5/2010 17:41,60,BEVERAGE
9/5/2010 17:41,85,BEVERAGE
9/5/2010 17:41,95,BEVERAGE
9/5/2010 17:41,125,BEVERAGE
9/5/2010 17:57,95,BEVERAGE
9/5/2010 17:57,60,BEVERAGE
9/5/2010 17:58,60,BEVERAGE
9/5/2010 17:58,60,BEVERAGE
9/5/2010 18:01,45,BEVERAGE
9/5/2010 18:23,70,BEVERAGE
9/5/2010 18:29,40,BEVERAGE
9/5/2010 18:29,85,BEVERAGE
9/5/2010 18:49,60,BEVERAGE
9/5/2010 18:53,60,BEVERAGE
9/5/2010 18:54,25,BEVERAGE
9/5/2010 18:54,60,BEVERAGE
9/5/2010 18:54,85,BEVERAGE
9/5/2010 19:07,60,BEVERAGE
9/5/2010 19:07,85,BEVERAGE
9/5/2010 19:07,40,BEVERAGE
9/5/2010 19:07,60,BEVERAGE
9/5/2010 19:18,85,BEVERAGE
9/5/2010 19:26,85,BEVERAGE
9/5/2010 19:37,60,BEVERAGE
9/5/2010 19:41,45,BEVERAGE
9/5/2010 19:45,85,BEVERAGE
9/5/2010 19:46,85,BEVERAGE
9/5/2010 19:53,95,BEVERAGE
9/5/2010 19:53,95,BEVERAGE
9/5/2010 19:55,85,BEVERAGE
9/5/2010 19:55,85,BEVERAGE
9/5/2010 20:14,35,BEVERAGE
9/5/2010 20:15,85,BEVERAGE
9/5/2010 20:25,85,BEVERAGE
9/5/2010 20:29,85,BEVERAGE
9/5/2010 20:29,60,BEVERAGE
9/5/2010 20:32,85,BEVERAGE
9/5/2010 20:32,95,BEVERAGE
9/5/2010 20:32,95,BEVERAGE
9/5/2010 20:32,110,BEVERAGE
9/5/2010 20:47,30,BEVERAGE
9/5/2010 20:58,25,BEVERAGE
9/5/2010 20:58,60,BEVERAGE
9/5/2010 21:13,110,BEVERAGE
9/5/2010 21:17,60,BEVERAGE
9/5/2010 21:24,50,BEVERAGE
9/5/2010 21:25,60,BEVERAGE
9/5/2010 21:26,85,BEVERAGE
9/5/2010 21:26,95,BEVERAGE
9/5/2010 21:39,35,BEVERAGE
9/5/2010 21:45,95,BEVERAGE
9/5/2010 21:56,85,BEVERAGE
9/5/2010 21:56,95,BEVERAGE
9/5/2010 21:57,50,BEVERAGE
9/5/2010 21:58,95,BEVERAGE
9/5/2010 22:03,45,BEVERAGE
9/5/2010 22:42,40,BEVERAGE
9/5/2010 22:47,95,BEVERAGE
9/5/2010 22:47,95,BEVERAGE
9/5/2010 22:47,115,BEVERAGE
9/5/2010 22:51,45,BEVERAGE
9/5/2010 22:53,85,BEVERAGE
9/5/2010 22:58,35,BEVERAGE
9/5/2010 23:10,45,BEVERAGE
9/5/2010 23:11,45,BEVERAGE
9/5/2010 23:11,40,BEVERAGE
9/5/2010 11:12,60,BEVERAGE
9/5/2010 11:12,70,BEVERAGE
9/5/2010 23:21,60,BEVERAGE
9/5/2010 23:21,85,BEVERAGE
9/5/2010 23:26,50,BEVERAGE
9/5/2010 23:26,70,BEVERAGE
9/5/2010 23:27,45,BEVERAGE
9/5/2010 23:35,35,BEVERAGE
9/5/2010 23:39,40,BEVERAGE
9/5/2010 0:03,35,BEVERAGE
9/5/2010 0:11,45,BEVERAGE
9/5/2010 0:11,60,BEVERAGE
9/5/2010 0:35,35,BEVERAGE
9/5/2010 0:52,25,BEVERAGE
9/5/2010 0:52,70,BEVERAGE
9/5/2010 0:52,95,BEVERAGE
9/5/2010 0:52,135,BEVERAGE
9/5/2010 13:01,130,FOOD
9/5/2010 13:01,135,FOOD
9/5/2010 13:01,180,FOOD
9/5/2010 13:53,105,FOOD
9/5/2010 14:14,110,FOOD
9/5/2010 14:17,55,FOOD
9/5/2010 14:48,105,FOOD
9/5/2010 14:49,160,FOOD
9/5/2010 15:41,105,FOOD
9/5/2010 15:41,125,FOOD
9/5/2010 15:51,110,FOOD
9/5/2010 15:51,160,FOOD
9/5/2010 16:09,160,FOOD
9/5/2010 17:00,240,FOOD
9/5/2010 17:41,140,FOOD
9/5/2010 17:41,145,FOOD
9/5/2010 17:42,125,FOOD
9/5/2010 17:57,105,FOOD
9/5/2010 18:23,125,FOOD
9/5/2010 18:23,175,FOOD
9/5/2010 18:29,135,FOOD
9/5/2010 18:32,135,FOOD
9/5/2010 18:37,135,FOOD
9/5/2010 18:37,140,FOOD
9/5/2010 18:46,135,FOOD
9/5/2010 18:46,135,FOOD
9/5/2010 18:50,160,FOOD
9/5/2010 18:53,55,FOOD
9/5/2010 18:53,110,FOOD
9/5/2010 18:58,105,FOOD
9/5/2010 18:58,160,FOOD
9/5/2010 19:07,115,FOOD
9/5/2010 19:29,180,FOOD
9/5/2010 19:31,105,FOOD
9/5/2010 19:31,160,FOOD
9/5/2010 19:37,105,FOOD
9/5/2010 19:41,105,FOOD
9/5/2010 19:41,125,FOOD
9/5/2010 19:44,115,FOOD
9/5/2010 19:44,115,FOOD
9/5/2010 19:45,145,FOOD
9/5/2010 19:46,105,FOOD
9/5/2010 20:18,105,FOOD
9/5/2010 20:18,125,FOOD
9/5/2010 20:18,125,FOOD
9/5/2010 20:20,80,FOOD
9/5/2010 20:20,95,FOOD
9/5/2010 20:29,105,FOOD
9/5/2010 20:29,145,FOOD
9/5/2010 20:47,110,FOOD
9/5/2010 20:58,150,FOOD
9/5/2010 21:03,160,FOOD
9/5/2010 21:13,65,FOOD
9/5/2010 21:17,135,FOOD
9/5/2010 21:17,165,FOOD
9/5/2010 21:17,125,FOOD
9/5/2010 21:25,140,FOOD
9/5/2010 21:42,125,FOOD
9/5/2010 21:45,65,FOOD
9/5/2010 21:50,125,FOOD
9/5/2010 21:50,160,FOOD
9/5/2010 21:53,160,FOOD
9/5/2010 21:56,105,FOOD
9/5/2010 21:57,125,FOOD
9/5/2010 21:58,80,FOOD
9/5/2010 21:58,125,FOOD
9/5/2010 22:03,160,FOOD
9/5/2010 22:03,175,FOOD
9/5/2010 22:21,65,FOOD
9/5/2010 22:40,125,FOOD
9/5/2010 22:42,110,FOOD
9/5/2010 10:58,240,FOOD
9/5/2010 23:10,140,FOOD
9/5/2010 11:12,95,FOOD
9/5/2010 11:12,110,FOOD
9/5/2010 11:16,135,FOOD
9/5/2010 11:16,140,FOOD
9/5/2010 23:26,110,FOOD
9/5/2010 23:32,135,FOOD
9/5/2010 23:32,150,FOOD
9/5/2010 11:36,135,FOOD
9/5/2010 11:37,135,FOOD
9/5/2010 11:37,135,FOOD
9/5/2010 11:47,110,FOOD
9/5/2010 11:47,135,FOOD
9/5/2010 11:47,135,FOOD
9/5/2010 11:47,140,FOOD
9/5/2010 23:50,110,FOOD
9/5/2010 23:50,135,FOOD
9/5/2010 23:50,180,FOOD
9/5/2010 0:03,140,FOOD
9/5/2010 0:24,65,FOOD
9/5/2010 0:24,150,FOOD
9/5/2010 0:52,240,FOOD
9/5/2010 1:22,125,LIQUOR
9/5/2010 14:48,100,LIQUOR
9/5/2010 15:24,120,LIQUOR
9/5/2010 17:10,225,LIQUOR
9/5/2010 18:01,225,LIQUOR
9/5/2010 18:01,225,LIQUOR
9/5/2010 19:31,100,LIQUOR
9/5/2010 20:25,100,LIQUOR
9/5/2010 20:58,100,LIQUOR
9/5/2010 21:17,120,LIQUOR
9/5/2010 21:42,400,LIQUOR
9/5/2010 21:45,100,LIQUOR
9/5/2010 22:53,120,LIQUOR
9/5/2010 0:15,125,LIQUOR
9/5/2010 18:40,444,MERCHANDISE
9/5/2010 22:12,262,MERCHANDISE
9/5/2010 13:01,245,TOBACCO
9/5/2010 1:22,375,TOBACCO
9/5/2010 13:35,225,TOBACCO
9/5/2010 14:14,245,TOBACCO
9/5/2010 14:27,245,TOBACCO
9/5/2010 14:28,225,TOBACCO
9/5/2010 14:45,245,TOBACCO
9/5/2010 14:48,245,TOBACCO
9/5/2010 15:07,245,TOBACCO
9/5/2010 15:25,350,TOBACCO
9/5/2010 15:41,350,TOBACCO
9/5/2010 15:41,375,TOBACCO
9/5/2010 15:50,225,TOBACCO
9/5/2010 15:51,245,TOBACCO
9/5/2010 15:52,375,TOBACCO
9/5/2010 15:52,375,TOBACCO
9/5/2010 16:44,245,TOBACCO
9/5/2010 16:48,225,TOBACCO
9/5/2010 17:10,245,TOBACCO
9/5/2010 17:21,245,TOBACCO
9/5/2010 17:25,225,TOBACCO
9/5/2010 17:42,295,TOBACCO
9/5/2010 17:53,245,TOBACCO
9/5/2010 17:56,245,TOBACCO
9/5/2010 18:08,245,TOBACCO
9/5/2010 18:14,350,TOBACCO
9/5/2010 18:32,350,TOBACCO
9/5/2010 19:01,245,TOBACCO
9/5/2010 19:18,225,TOBACCO
9/5/2010 19:26,225,TOBACCO
9/5/2010 19:31,225,TOBACCO
9/5/2010 19:31,225,TOBACCO
9/5/2010 19:31,245,TOBACCO
9/5/2010 19:31,245,TOBACCO
9/5/2010 19:34,245,TOBACCO
9/5/2010 19:41,350,TOBACCO
9/5/2010 19:52,245,TOBACCO
9/5/2010 19:53,225,TOBACCO
9/5/2010 19:55,375,TOBACCO
9/5/2010 19:55,225,TOBACCO
9/5/2010 19:57,225,TOBACCO
9/5/2010 20:15,245,TOBACCO
9/5/2010 20:21,350,TOBACCO
9/5/2010 20:22,375,TOBACCO
9/5/2010 20:39,225,TOBACCO
9/5/2010 20:47,375,TOBACCO
9/5/2010 20:58,225,TOBACCO
9/5/2010 21:03,245,TOBACCO
9/5/2010 21:17,350,TOBACCO
9/5/2010 21:24,375,TOBACCO
9/5/2010 21:37,245,TOBACCO
9/5/2010 21:39,225,TOBACCO
9/5/2010 21:42,245,TOBACCO
9/5/2010 21:50,350,TOBACCO
9/5/2010 21:53,225,TOBACCO
9/5/2010 21:57,375,TOBACCO
9/5/2010 22:03,350,TOBACCO
9/5/2010 22:40,225,TOBACCO
9/5/2010 22:42,245,TOBACCO
9/5/2010 22:47,245,TOBACCO
9/5/2010 22:47,350,TOBACCO
9/5/2010 22:48,350,TOBACCO
9/5/2010 22:58,295,TOBACCO
9/5/2010 23:10,225,TOBACCO
9/5/2010 23:11,295,TOBACCO
9/5/2010 23:21,375,TOBACCO
9/5/2010 23:35,245,TOBACCO
9/5/2010 23:43,225,TOBACCO
9/5/2010 23:45,225,TOBACCO
9/5/2010 23:50,350,TOBACCO
9/5/2010 0:03,245,TOBACCO
9/5/2010 0:12,350,TOBACCO
9/5/2010 0:15,245,TOBACCO
9/5/2010 0:35,245,TOBACCO
9/5/2010 0:35,245,TOBACCO
10/24/2010 23:23,350,TOBACCO
11/24/2010 1:29,350,TOBACCO
11/24/2010 13:31,350,TOBACCO
11/24/2010 13:51,350,TOBACCO
11/24/2010 14:44,350,TOBACCO
11/24/2010 15:39,350,TOBACCO
11/24/2010 15:56,350,TOBACCO
11/24/2010 15:58,350,TOBACCO
11/24/2010 16:39,350,TOBACCO
11/24/2010 16:47,350,TOBACCO
11/24/2010 17:15,350,TOBACCO
11/24/2010 17:45,350,TOBACCO
11/24/2010 17:47,350,TOBACCO
11/24/2010 17:48,350,TOBACCO
11/24/2010 18:24,350,TOBACCO
11/24/2010 19:04,350,TOBACCO
11/24/2010 19:48,350,TOBACCO
11/24/2010 22:48,350,TOBACCO
11/24/2010 23:04,350,TOBACCO
11/24/2010 23:06,350,TOBACCO
11/24/2010 12:04,350,TOBACCO
11/24/2010 12:36,350,TOBACCO
11/24/2010 12:40,350,TOBACCO
11/24/2010 12:54,350,TOBACCO
12/24/2010 15:04,350,TOBACCO
12/24/2010 15:47,350,TOBACCO
12/24/2010 16:52,350,TOBACCO
12/24/2010 17:06,350,TOBACCO
10/5/2010 1:06,40,BEVERAGE
10/5/2010 1:12,50,BEVERAGE
10/5/2010 13:44,110,BEVERAGE
10/5/2010 14:12,95,BEVERAGE
10/5/2010 14:28,125,BEVERAGE
10/5/2010 14:37,85,BEVERAGE
10/5/2010 14:37,85,BEVERAGE
10/5/2010 14:57,85,BEVERAGE
10/5/2010 15:03,85,BEVERAGE
10/5/2010 15:20,70,BEVERAGE
10/5/2010 15:22,50,BEVERAGE
10/5/2010 15:22,85,BEVERAGE
10/5/2010 15:57,85,BEVERAGE
10/5/2010 15:57,85,BEVERAGE
10/5/2010 16:31,125,BEVERAGE
10/5/2010 16:55,50,BEVERAGE
10/5/2010 17:02,60,BEVERAGE
10/5/2010 17:03,125,BEVERAGE
10/5/2010 17:03,40,BEVERAGE
10/5/2010 17:03,165,BEVERAGE
10/5/2010 17:07,85,BEVERAGE
10/5/2010 17:07,85,BEVERAGE
10/5/2010 17:09,115,BEVERAGE
10/5/2010 17:12,95,BEVERAGE
10/5/2010 17:14,95,BEVERAGE
10/5/2010 17:34,85,BEVERAGE
10/5/2010 18:04,60,BEVERAGE
10/5/2010 18:13,95,BEVERAGE
10/5/2010 18:43,40,BEVERAGE
10/5/2010 18:46,40,BEVERAGE
10/5/2010 18:57,60,BEVERAGE
10/5/2010 19:19,60,BEVERAGE
10/5/2010 19:21,85,BEVERAGE
10/5/2010 19:32,50,BEVERAGE
10/5/2010 19:32,35,BEVERAGE
10/5/2010 19:37,85,BEVERAGE
10/5/2010 19:47,35,BEVERAGE
10/5/2010 19:49,60,BEVERAGE
10/5/2010 19:52,95,BEVERAGE
10/5/2010 19:52,95,BEVERAGE
10/5/2010 19:56,95,BEVERAGE
10/5/2010 20:06,85,BEVERAGE
10/5/2010 20:34,85,BEVERAGE
10/5/2010 20:41,125,BEVERAGE
10/5/2010 20:43,95,BEVERAGE
10/5/2010 21:05,40,BEVERAGE
10/5/2010 21:16,45,BEVERAGE
10/5/2010 21:27,85,BEVERAGE
10/5/2010 21:27,85,BEVERAGE
10/5/2010 21:30,50,BEVERAGE
10/5/2010 21:30,85,BEVERAGE
10/5/2010 21:38,45,BEVERAGE
10/5/2010 21:38,80,BEVERAGE
10/5/2010 21:42,95,BEVERAGE
10/5/2010 21:43,85,BEVERAGE
10/5/2010 21:52,95,BEVERAGE
10/5/2010 22:00,95,BEVERAGE
10/5/2010 22:11,40,BEVERAGE
10/5/2010 22:31,85,BEVERAGE
10/5/2010 22:40,60,BEVERAGE
10/5/2010 23:08,85,BEVERAGE
10/5/2010 23:11,50,BEVERAGE
10/5/2010 23:16,85,BEVERAGE
10/5/2010 23:16,50,BEVERAGE
10/5/2010 23:16,165,BEVERAGE
10/5/2010 23:29,125,BEVERAGE
10/5/2010 11:30,85,BEVERAGE
10/5/2010 11:39,40,BEVERAGE
10/5/2010 11:39,50,BEVERAGE
10/5/2010 11:39,70,BEVERAGE
10/5/2010 23:44,35,BEVERAGE
10/5/2010 23:44,40,BEVERAGE
10/5/2010 11:44,60,BEVERAGE
10/5/2010 11:44,85,BEVERAGE
10/5/2010 11:44,70,BEVERAGE
10/5/2010 11:46,50,BEVERAGE
10/5/2010 23:47,95,BEVERAGE
10/5/2010 23:53,55,BEVERAGE
10/5/2010 23:53,70,BEVERAGE
10/5/2010 11:54,85,BEVERAGE
10/5/2010 11:54,85,BEVERAGE
10/5/2010 12:32,35,BEVERAGE
10/5/2010 12:33,45,BEVERAGE
10/5/2010 12:36,85,BEVERAGE
10/5/2010 13:01,110,FOOD
10/5/2010 1:06,110,FOOD
10/5/2010 13:44,145,FOOD
10/5/2010 13:46,160,FOOD
10/5/2010 14:55,105,FOOD
10/5/2010 14:55,105,FOOD
10/5/2010 14:55,125,FOOD
10/5/2010 14:55,135,FOOD
10/5/2010 14:55,145,FOOD
10/5/2010 14:57,160,FOOD
10/5/2010 15:03,125,FOOD
10/5/2010 15:03,160,FOOD
10/5/2010 15:24,65,FOOD
10/5/2010 15:57,35,FOOD
10/5/2010 15:57,145,FOOD
10/5/2010 15:57,160,FOOD
10/5/2010 16:03,160,FOOD
10/5/2010 16:10,160,FOOD
10/5/2010 16:20,140,FOOD
10/5/2010 16:20,150,FOOD
10/5/2010 16:20,110,FOOD
10/5/2010 16:25,65,FOOD
10/5/2010 16:28,135,FOOD
10/5/2010 16:28,135,FOOD
10/5/2010 16:55,105,FOOD
10/5/2010 16:56,105,FOOD
10/5/2010 16:56,115,FOOD
10/5/2010 16:56,180,FOOD
10/5/2010 17:03,135,FOOD
10/5/2010 17:05,135,FOOD
10/5/2010 17:10,115,FOOD
10/5/2010 17:10,160,FOOD
10/5/2010 17:11,135,FOOD
10/5/2010 17:11,150,FOOD
10/5/2010 17:11,160,FOOD
10/5/2010 17:12,105,FOOD
10/5/2010 17:12,125,FOOD
10/5/2010 17:12,125,FOOD
10/5/2010 17:16,140,FOOD
10/5/2010 18:04,110,FOOD
10/5/2010 18:04,155,FOOD
10/5/2010 18:13,105,FOOD
10/5/2010 18:43,160,FOOD
10/5/2010 19:19,110,FOOD
10/5/2010 19:19,110,FOOD
10/5/2010 19:32,155,FOOD
10/5/2010 19:37,130,FOOD
10/5/2010 19:42,65,FOOD
10/5/2010 19:42,160,FOOD
10/5/2010 19:48,145,FOOD
10/5/2010 19:56,105,FOOD
10/5/2010 20:10,125,FOOD
10/5/2010 20:10,135,FOOD
10/5/2010 20:11,160,FOOD
10/5/2010 20:34,115,FOOD
10/5/2010 20:34,125,FOOD
10/5/2010 21:16,135,FOOD
10/5/2010 21:25,125,FOOD
10/5/2010 21:27,105,FOOD
10/5/2010 21:38,55,FOOD
10/5/2010 21:42,140,FOOD
10/5/2010 21:42,155,FOOD
10/5/2010 21:43,125,FOOD
10/5/2010 21:48,115,FOOD
10/5/2010 21:48,135,FOOD
10/5/2010 21:52,105,FOOD
10/5/2010 21:52,125,FOOD
10/5/2010 22:00,110,FOOD
10/5/2010 22:11,125,FOOD
10/5/2010 22:28,125,FOOD
10/5/2010 22:31,135,FOOD
10/5/2010 22:31,35,FOOD
10/5/2010 22:31,105,FOOD
10/5/2010 22:31,110,FOOD
10/5/2010 22:40,125,FOOD
10/5/2010 22:40,165,FOOD
10/5/2010 22:40,110,FOOD
10/5/2010 22:40,115,FOOD
10/5/2010 10:56,145,FOOD
10/5/2010 23:08,160,FOOD
10/5/2010 23:11,165,FOOD
10/5/2010 23:16,105,FOOD
10/5/2010 23:16,110,FOOD
10/5/2010 23:16,125,FOOD
10/5/2010 23:16,35,FOOD
10/5/2010 23:16,165,FOOD
10/5/2010 23:16,160,FOOD
10/5/2010 11:30,135,FOOD
10/5/2010 11:30,135,FOOD
10/5/2010 23:44,150,FOOD
10/5/2010 11:44,60,FOOD
10/5/2010 11:44,110,FOOD
10/5/2010 23:53,145,FOOD
10/5/2010 11:54,95,FOOD
10/5/2010 11:54,105,FOOD
10/5/2010 0:03,150,FOOD
10/5/2010 12:21,145,FOOD
10/5/2010 12:21,150,FOOD
10/5/2010 12:21,160,FOOD
10/5/2010 12:36,110,FOOD
10/5/2010 12:36,160,FOOD
10/5/2010 12:45,160,FOOD
10/5/2010 0:56,125,FOOD
10/5/2010 0:56,135,FOOD
10/5/2010 0:56,155,FOOD
10/5/2010 1:06,125,LIQUOR
10/5/2010 1:06,350,LIQUOR
10/5/2010 16:45,225,LIQUOR
10/5/2010 18:33,125,LIQUOR
10/5/2010 19:49,100,LIQUOR
10/5/2010 22:40,225,LIQUOR
10/5/2010 22:40,125,LIQUOR
10/5/2010 23:16,100,LIQUOR
10/5/2010 0:56,120,LIQUOR
10/5/2010 13:14,350,TOBACCO
10/5/2010 13:15,245,TOBACCO
10/5/2010 13:24,245,TOBACCO
